base.strided.dapxsumkbn.ndarray,"base.strided.dapxsumkbn.ndarray( N:integer, alpha:number, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dapxsumkbn2,"base.strided.dapxsumkbn2( N:integer, alpha:number, x:Float64Array, strideX:integer )"
base.strided.dapxsumkbn2.ndarray,"base.strided.dapxsumkbn2.ndarray( N:integer, alpha:number, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dapxsumors,"base.strided.dapxsumors( N:integer, alpha:number, x:Float64Array, strideX:integer )"
base.strided.dapxsumors.ndarray,"base.strided.dapxsumors.ndarray( N:integer, alpha:number, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dapxsumpw,"base.strided.dapxsumpw( N:integer, alpha:number, x:Float64Array, strideX:integer )"
base.strided.dapxsumpw.ndarray,"base.strided.dapxsumpw.ndarray( N:integer, alpha:number, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dasum,"base.strided.dasum( N:integer, x:Float64Array, stride:integer )"
base.strided.dasum.ndarray,"base.strided.dasum.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dasumpw,"base.strided.dasumpw( N:integer, x:Float64Array, strideX:integer )"
base.strided.dasumpw.ndarray,"base.strided.dasumpw.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.daxpy,"base.strided.daxpy( N:integer, alpha:number, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.daxpy.ndarray,"base.strided.daxpy.ndarray( N:integer, alpha:number, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcbrt,"base.strided.dcbrt( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcbrt.ndarray,"base.strided.dcbrt.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dceil,"base.strided.dceil( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dceil.ndarray,"base.strided.dceil.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcopy,"base.strided.dcopy( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcopy.ndarray,"base.strided.dcopy.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcumax,"base.strided.dcumax( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcumax.ndarray,"base.strided.dcumax.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcumaxabs,"base.strided.dcumaxabs( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcumaxabs.ndarray,"base.strided.dcumaxabs.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcumin,"base.strided.dcumin( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcumin.ndarray,"base.strided.dcumin.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcuminabs,"base.strided.dcuminabs( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcuminabs.ndarray,"base.strided.dcuminabs.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcusum,"base.strided.dcusum( N:integer, sum:number, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcusum.ndarray,"base.strided.dcusum.ndarray( N:integer, sum:number, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcusumkbn,"base.strided.dcusumkbn( N:integer, sum:number, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcusumkbn.ndarray,"base.strided.dcusumkbn.ndarray( N:integer, sum:number, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcusumkbn2,"base.strided.dcusumkbn2( N:integer, sum:number, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcusumkbn2.ndarray,"base.strided.dcusumkbn2.ndarray( N:integer, sum:number, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcusumors,"base.strided.dcusumors( N:integer, sum:number, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcusumors.ndarray,"base.strided.dcusumors.ndarray( N:integer, sum:number, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dcusumpw,"base.strided.dcusumpw( N:integer, sum:number, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dcusumpw.ndarray,"base.strided.dcusumpw.ndarray( N:integer, sum:number, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.ddeg2rad,"base.strided.ddeg2rad( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.ddeg2rad.ndarray,"base.strided.ddeg2rad.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.ddot,"base.strided.ddot( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.ddot.ndarray,"base.strided.ddot.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dfill,"base.strided.dfill( N:integer, alpha:number, x:Float64Array, strideX:integer )"
base.strided.dfill.ndarray,"base.strided.dfill.ndarray( N:integer, alpha:number, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dfloor,"base.strided.dfloor( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dfloor.ndarray,"base.strided.dfloor.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dinv,"base.strided.dinv( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dinv.ndarray,"base.strided.dinv.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.dmap,"base.strided.dmap( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer, fcn:Function )"
base.strided.dmap.ndarray,"base.strided.dmap.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer, fcn:Function )"
base.strided.dmap2,"base.strided.dmap2( N:integer, x:Float64Array, sx:integer, y:Float64Array, sy:integer, z:Float64Array, sz:integer, fcn:Function )"
base.strided.dmap2.ndarray,"base.strided.dmap2.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, y:Float64Array, sy:integer, oy:integer, z:Float64Array, sz:integer, oz:integer, fcn:Function )"
base.strided.dmax,"base.strided.dmax( N:integer, x:Float64Array, stride:integer )"
base.strided.dmax.ndarray,"base.strided.dmax.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmaxabs,"base.strided.dmaxabs( N:integer, x:Float64Array, stride:integer )"
base.strided.dmaxabs.ndarray,"base.strided.dmaxabs.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmaxabssorted,"base.strided.dmaxabssorted( N:integer, x:Float64Array, stride:integer )"
base.strided.dmaxabssorted.ndarray,"base.strided.dmaxabssorted.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmaxsorted,"base.strided.dmaxsorted( N:integer, x:Float64Array, stride:integer )"
base.strided.dmaxsorted.ndarray,"base.strided.dmaxsorted.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmean,"base.strided.dmean( N:integer, x:Float64Array, stride:integer )"
base.strided.dmean.ndarray,"base.strided.dmean.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmeankbn,"base.strided.dmeankbn( N:integer, x:Float64Array, stride:integer )"
base.strided.dmeankbn.ndarray,"base.strided.dmeankbn.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmeankbn2,"base.strided.dmeankbn2( N:integer, x:Float64Array, stride:integer )"
base.strided.dmeankbn2.ndarray,"base.strided.dmeankbn2.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmeanli,"base.strided.dmeanli( N:integer, x:Float64Array, stride:integer )"
base.strided.dmeanli.ndarray,"base.strided.dmeanli.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmeanlipw,"base.strided.dmeanlipw( N:integer, x:Float64Array, stride:integer )"
base.strided.dmeanlipw.ndarray,"base.strided.dmeanlipw.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmeanors,"base.strided.dmeanors( N:integer, x:Float64Array, stride:integer )"
base.strided.dmeanors.ndarray,"base.strided.dmeanors.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmeanpn,"base.strided.dmeanpn( N:integer, x:Float64Array, stride:integer )"
base.strided.dmeanpn.ndarray,"base.strided.dmeanpn.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmeanpw,"base.strided.dmeanpw( N:integer, x:Float64Array, stride:integer )"
base.strided.dmeanpw.ndarray,"base.strided.dmeanpw.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmeanstdev,"base.strided.dmeanstdev( N:integer, c:number, x:Float64Array, strideX:integer, out:Float64Array, strideOut:integer )"
base.strided.dmeanstdev.ndarray,"base.strided.dmeanstdev.ndarray( N:integer, c:number, x:Float64Array, strideX:integer, offsetX:integer, out:Float64Array, strideOut:integer, offsetOut:integer )"
base.strided.dmeanstdevpn,"base.strided.dmeanstdevpn( N:integer, c:number, x:Float64Array, strideX:integer, out:Float64Array, strideOut:integer )"
base.strided.dmeanstdevpn.ndarray,"base.strided.dmeanstdevpn.ndarray( N:integer, c:number, x:Float64Array, strideX:integer, offsetX:integer, out:Float64Array, strideOut:integer, offsetOut:integer )"
base.strided.dmeanvar,"base.strided.dmeanvar( N:integer, c:number, x:Float64Array, strideX:integer, out:Float64Array, strideOut:integer )"
base.strided.dmeanvar.ndarray,"base.strided.dmeanvar.ndarray( N:integer, c:number, x:Float64Array, strideX:integer, offsetX:integer, out:Float64Array, strideOut:integer, offsetOut:integer )"
base.strided.dmeanvarpn,"base.strided.dmeanvarpn( N:integer, c:number, x:Float64Array, strideX:integer, out:Float64Array, strideOut:integer )"
base.strided.dmeanvarpn.ndarray,"base.strided.dmeanvarpn.ndarray( N:integer, c:number, x:Float64Array, strideX:integer, offsetX:integer, out:Float64Array, strideOut:integer, offsetOut:integer )"
base.strided.dmeanwd,"base.strided.dmeanwd( N:integer, x:Float64Array, stride:integer )"
base.strided.dmeanwd.ndarray,"base.strided.dmeanwd.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmediansorted,"base.strided.dmediansorted( N:integer, x:Float64Array, stride:integer )"
base.strided.dmediansorted.ndarray,"base.strided.dmediansorted.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmidrange,"base.strided.dmidrange( N:integer, x:Float64Array, stride:integer )"
base.strided.dmidrange.ndarray,"base.strided.dmidrange.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmin,"base.strided.dmin( N:integer, x:Float64Array, stride:integer )"
base.strided.dmin.ndarray,"base.strided.dmin.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dminabs,"base.strided.dminabs( N:integer, x:Float64Array, stride:integer )"
base.strided.dminabs.ndarray,"base.strided.dminabs.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dminsorted,"base.strided.dminsorted( N:integer, x:Float64Array, stride:integer )"
base.strided.dminsorted.ndarray,"base.strided.dminsorted.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dmskabs,"base.strided.dmskabs( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmskabs.ndarray,"base.strided.dmskabs.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dmskabs2,"base.strided.dmskabs2( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmskabs2.ndarray,"base.strided.dmskabs2.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dmskcbrt,"base.strided.dmskcbrt( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmskcbrt.ndarray,"base.strided.dmskcbrt.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dmskceil,"base.strided.dmskceil( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmskceil.ndarray,"base.strided.dmskceil.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dmskdeg2rad,"base.strided.dmskdeg2rad( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmskdeg2rad.ndarray,"base.strided.dmskdeg2rad.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dmskfloor,"base.strided.dmskfloor( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmskfloor.ndarray,"base.strided.dmskfloor.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dmskinv,"base.strided.dmskinv( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmskinv.ndarray,"base.strided.dmskinv.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dmskmap,"base.strided.dmskmap( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer, fcn:Function )"
base.strided.dmskmap.ndarray,"base.strided.dmskmap.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Uint8Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer, fcn:Function )"
base.strided.dmskmap2,"base.strided.dmskmap2( N:integer, x:Float64Array, sx:integer, y:Float64Array, sy:integer, m:Uint8Array, sm:integer, z:Float64Array, sz:integer, fcn:Function )"
base.strided.dmskmap2.ndarray,"base.strided.dmskmap2.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, y:Float64Array, sy:integer, oy:integer, m:Uint8Array, sm:integer, om:integer, z:Float64Array, sz:integer, oz:integer, fcn:Function )"
base.strided.dmskmax,"base.strided.dmskmax( N:integer, x:Float64Array, strideX:integer, mask:Uint8Array, strideMask:integer )"
base.strided.dmskmax.ndarray,"base.strided.dmskmax.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, mask:Uint8Array, strideMask:integer, offsetMask:integer )"
base.strided.dmskmin,"base.strided.dmskmin( N:integer, x:Float64Array, strideX:integer, mask:Uint8Array, strideMask:integer )"
base.strided.dmskmin.ndarray,"base.strided.dmskmin.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, mask:Uint8Array, strideMask:integer, offsetMask:integer )"
base.strided.dmskramp,"base.strided.dmskramp( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmskramp.ndarray,"base.strided.dmskramp.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dmskrange,"base.strided.dmskrange( N:integer, x:Float64Array, strideX:integer, mask:Uint8Array, strideMask:integer )"
base.strided.dmskrange.ndarray,"base.strided.dmskrange.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, mask:Uint8Array, strideMask:integer, offsetMask:integer )"
base.strided.dmskrsqrt,"base.strided.dmskrsqrt( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmskrsqrt.ndarray,"base.strided.dmskrsqrt.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dmsksqrt,"base.strided.dmsksqrt( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmsksqrt.ndarray,"base.strided.dmsksqrt.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dmsktrunc,"base.strided.dmsktrunc( N:integer, x:Float64Array, sx:integer, m:Uint8Array, sm:integer, y:Float64Array, sy:integer )"
base.strided.dmsktrunc.ndarray,"base.strided.dmsktrunc.ndarray( N:integer, x:Float64Array, sx:integer, ox:integer, m:Float64Array, sm:integer, om:integer, y:Float64Array, sy:integer, oy:integer )"
base.strided.dnanasum,"base.strided.dnanasum( N:integer, x:Float64Array, strideX:integer )"
base.strided.dnanasum.ndarray,"base.strided.dnanasum.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dnanasumors,"base.strided.dnanasumors( N:integer, x:Float64Array, strideX:integer )"
base.strided.dnanasumors.ndarray,"base.strided.dnanasumors.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dnanmax,"base.strided.dnanmax( N:integer, x:Float64Array, stride:integer )"
base.strided.dnanmax.ndarray,"base.strided.dnanmax.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanmaxabs,"base.strided.dnanmaxabs( N:integer, x:Float64Array, stride:integer )"
base.strided.dnanmaxabs.ndarray,"base.strided.dnanmaxabs.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanmean,"base.strided.dnanmean( N:integer, x:Float64Array, stride:integer )"
base.strided.dnanmean.ndarray,"base.strided.dnanmean.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanmeanors,"base.strided.dnanmeanors( N:integer, x:Float64Array, stride:integer )"
base.strided.dnanmeanors.ndarray,"base.strided.dnanmeanors.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanmeanpn,"base.strided.dnanmeanpn( N:integer, x:Float64Array, stride:integer )"
base.strided.dnanmeanpn.ndarray,"base.strided.dnanmeanpn.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanmeanpw,"base.strided.dnanmeanpw( N:integer, x:Float64Array, stride:integer )"
base.strided.dnanmeanpw.ndarray,"base.strided.dnanmeanpw.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanmeanwd,"base.strided.dnanmeanwd( N:integer, x:Float64Array, stride:integer )"
base.strided.dnanmeanwd.ndarray,"base.strided.dnanmeanwd.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanmin,"base.strided.dnanmin( N:integer, x:Float64Array, stride:integer )"
base.strided.dnanmin.ndarray,"base.strided.dnanmin.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanminabs,"base.strided.dnanminabs( N:integer, x:Float64Array, stride:integer )"
base.strided.dnanminabs.ndarray,"base.strided.dnanminabs.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanmskmax,"base.strided.dnanmskmax( N:integer, x:Float64Array, strideX:integer, mask:Uint8Array, strideMask:integer )"
base.strided.dnanmskmax.ndarray,"base.strided.dnanmskmax.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, mask:Uint8Array, strideMask:integer, offsetMask:integer )"
base.strided.dnanmskmin,"base.strided.dnanmskmin( N:integer, x:Float64Array, strideX:integer, mask:Uint8Array, strideMask:integer )"
base.strided.dnanmskmin.ndarray,"base.strided.dnanmskmin.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, mask:Uint8Array, strideMask:integer, offsetMask:integer )"
base.strided.dnanmskrange,"base.strided.dnanmskrange( N:integer, x:Float64Array, strideX:integer, mask:Uint8Array, strideMask:integer )"
base.strided.dnanmskrange.ndarray,"base.strided.dnanmskrange.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, mask:Uint8Array, strideMask:integer, offsetMask:integer )"
base.strided.dnannsum,"base.strided.dnannsum( N:integer, x:Float64Array, strideX:integer, out:Float64Array, strideOut:integer )"
base.strided.dnannsum.ndarray,"base.strided.dnannsum.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, out:Float64Array, strideOut:integer, offsetOut:integer )"
base.strided.dnannsumkbn,"base.strided.dnannsumkbn( N:integer, x:Float64Array, strideX:integer, out:Float64Array, strideOut:integer )"
base.strided.dnannsumkbn.ndarray,"base.strided.dnannsumkbn.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, out:Float64Array, strideOut:integer, offsetOut:integer )"
base.strided.dnannsumkbn2,"base.strided.dnannsumkbn2( N:integer, x:Float64Array, strideX:integer, out:Float64Array, strideOut:integer )"
base.strided.dnannsumkbn2.ndarray,"base.strided.dnannsumkbn2.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, out:Float64Array, strideOut:integer, offsetOut:integer )"
base.strided.dnannsumors,"base.strided.dnannsumors( N:integer, x:Float64Array, strideX:integer, out:Float64Array, strideOut:integer )"
base.strided.dnannsumors.ndarray,"base.strided.dnannsumors.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, out:Float64Array, strideOut:integer, offsetOut:integer )"
base.strided.dnannsumpw,"base.strided.dnannsumpw( N:integer, x:Float64Array, strideX:integer, out:Float64Array, strideOut:integer )"
base.strided.dnannsumpw.ndarray,"base.strided.dnannsumpw.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, out:Float64Array, strideOut:integer, offsetOut:integer )"
base.strided.dnanrange,"base.strided.dnanrange( N:integer, x:Float64Array, stride:integer )"
base.strided.dnanrange.ndarray,"base.strided.dnanrange.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanstdev,"base.strided.dnanstdev( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanstdev.ndarray,"base.strided.dnanstdev.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanstdevch,"base.strided.dnanstdevch( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanstdevch.ndarray,"base.strided.dnanstdevch.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanstdevpn,"base.strided.dnanstdevpn( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanstdevpn.ndarray,"base.strided.dnanstdevpn.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanstdevtk,"base.strided.dnanstdevtk( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanstdevtk.ndarray,"base.strided.dnanstdevtk.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanstdevwd,"base.strided.dnanstdevwd( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanstdevwd.ndarray,"base.strided.dnanstdevwd.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanstdevyc,"base.strided.dnanstdevyc( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanstdevyc.ndarray,"base.strided.dnanstdevyc.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnansum,"base.strided.dnansum( N:integer, x:Float64Array, strideX:integer )"
base.strided.dnansum.ndarray,"base.strided.dnansum.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dnansumkbn,"base.strided.dnansumkbn( N:integer, x:Float64Array, strideX:integer )"
base.strided.dnansumkbn.ndarray,"base.strided.dnansumkbn.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dnansumkbn2,"base.strided.dnansumkbn2( N:integer, x:Float64Array, strideX:integer )"
base.strided.dnansumkbn2.ndarray,"base.strided.dnansumkbn2.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dnansumors,"base.strided.dnansumors( N:integer, x:Float64Array, strideX:integer )"
base.strided.dnansumors.ndarray,"base.strided.dnansumors.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer )"
base.strided.dnansumpw,"base.strided.dnansumpw( N:integer, x:Float64Array, stride:integer )"
base.strided.dnansumpw.ndarray,"base.strided.dnansumpw.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanvariance,"base.strided.dnanvariance( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanvariance.ndarray,"base.strided.dnanvariance.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanvariancech,"base.strided.dnanvariancech( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanvariancech.ndarray,"base.strided.dnanvariancech.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanvariancepn,"base.strided.dnanvariancepn( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanvariancepn.ndarray,"base.strided.dnanvariancepn.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanvariancetk,"base.strided.dnanvariancetk( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanvariancetk.ndarray,"base.strided.dnanvariancetk.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanvariancewd,"base.strided.dnanvariancewd( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanvariancewd.ndarray,"base.strided.dnanvariancewd.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnanvarianceyc,"base.strided.dnanvarianceyc( N:integer, correction:number, x:Float64Array, stride:integer )"
base.strided.dnanvarianceyc.ndarray,"base.strided.dnanvarianceyc.ndarray( N:integer, correction:number, x:Float64Array, stride:integer, offset:integer )"
base.strided.dnrm2,"base.strided.dnrm2( N:integer, x:Float64Array, stride:integer )"
base.strided.dnrm2.ndarray,"base.strided.dnrm2.ndarray( N:integer, x:Float64Array, stride:integer, offset:integer )"
base.strided.dramp,"base.strided.dramp( N:integer, x:Float64Array, strideX:integer, y:Float64Array, strideY:integer )"
base.strided.dramp.ndarray,"base.strided.dramp.ndarray( N:integer, x:Float64Array, strideX:integer, offsetX:integer, y:Float64Array, strideY:integer, offsetY:integer )"
base.strided.drange,"base.strided.drange( N:integer, x:Float64Array, stride:integer )"
