year,month,date_of_month,day_of_week,births
1972,3,9,4,8905
1972,3,10,5,9110
1972,3,11,6,8243
1972,3,12,7,7865
1972,3,13,1,9267
1972,3,14,2,9593
1972,3,15,3,9246
1972,3,16,4,9046
1972,3,17,5,9489
1972,3,18,6,8076
1972,3,19,7,7658
1972,3,20,1,8805
1972,3,21,2,9060
1972,3,22,3,8921
1972,3,23,4,8878
1972,3,24,5,8893
1972,3,25,6,7926
1972,3,26,7,7549
1972,3,27,1,9083
1972,3,28,2,9267
1972,3,29,3,8881
1972,3,30,4,8644
1972,3,31,5,8740
1972,4,1,6,7558
1972,4,2,7,7359
1972,4,3,1,8704
1972,4,4,2,9321
1972,4,5,3,8887
1972,4,6,4,8971
1972,4,7,5,8970
1972,4,8,6,7891
1972,4,9,7,7535
1972,4,10,1,8698
1972,4,11,2,9180
1972,4,12,3,8967
1972,4,13,4,8987
1972,4,14,5,9192
1972,4,15,6,8107
1972,4,16,7,7565
1972,4,17,1,8859
1972,4,18,2,9301
1972,4,19,3,8827
1972,4,20,4,8828
1972,4,21,5,8719
1972,4,22,6,7833
1972,4,23,7,7335
1972,4,24,1,8906
1972,4,25,2,9313
1972,4,26,3,8644
1972,4,27,4,8719
1972,4,28,5,8852
1972,4,29,6,7807
1972,4,30,7,7212
1972,5,1,1,9045
1972,5,2,2,9333
1972,5,3,3,9100
1972,5,4,4,8754
1972,5,5,5,8919
1972,5,6,6,7789
1972,5,7,7,7607
1972,5,8,1,8976
1972,5,9,2,9274
1972,5,10,3,8908
1972,5,11,4,8746
1972,5,12,5,9080
1972,5,13,6,8026
1972,5,14,7,7529
1972,5,15,1,9059
1972,5,16,2,9373
1972,5,17,3,9107
1972,5,18,4,8809
1972,5,19,5,9016
1972,5,20,6,8032
1972,5,21,7,7368
1972,5,22,1,9248
1972,5,23,2,9655
1972,5,24,3,9146
1972,5,25,4,9293
1972,5,26,5,8986
1972,5,27,6,7975
1972,5,28,7,7607
1972,5,29,1,7852
1972,5,30,2,9202
1972,5,31,3,9451
1972,6,1,4,9177
1972,6,2,5,8857
1972,6,3,6,8075
1972,6,4,7,7587
1972,6,5,1,8727
1972,6,6,2,9273
1972,6,7,3,9083
1972,6,8,4,8764
1972,6,9,5,9117
1972,6,10,6,8135
1972,6,11,7,7338
1972,6,12,1,8697
1972,6,13,2,9204
1972,6,14,3,8860
1972,6,15,4,8931
1972,6,16,5,9198
1972,6,17,6,7780
1972,6,18,7,7438
1972,6,19,1,8850
1972,6,20,2,9169
1972,6,21,3,8832
1972,6,22,4,8539
1972,6,23,5,8787
1972,6,24,6,7905
1972,6,25,7,7587
1972,6,26,1,9199
1972,6,27,2,9415
1972,6,28,3,9275
1972,6,29,4,9215
1972,6,30,5,9179
1972,7,1,6,8493
1972,7,2,7,7725
1972,7,3,1,8752
1972,7,4,2,8093
1972,7,5,3,8920
1972,7,6,4,9253
1972,7,7,5,9510
1972,7,8,6,8622
1972,7,9,7,7656
1972,7,10,1,9262
1972,7,11,2,9635
1972,7,12,3,9738
1972,7,13,4,9390
1972,7,14,5,9657
1972,7,15,6,8746
1972,7,16,7,7968
1972,7,17,1,9534
1972,7,18,2,9719
1972,7,19,3,9235
1972,7,20,4,9548
1972,7,21,5,9664
1972,7,22,6,8595
1972,7,23,7,7954
1972,7,24,1,9485
1972,7,25,2,9662
1972,7,26,3,9146
1972,7,27,4,9493
1972,7,28,5,9506
1972,7,29,6,8441
1972,7,30,7,7710
1972,7,31,1,9140
1972,8,1,2,9836
1972,8,2,3,9380
1972,8,3,4,9300
1972,8,4,5,9492
1972,8,5,6,8509
1972,8,6,7,7962
1972,8,7,1,9290
1972,8,8,2,10055
1972,8,9,3,9481
1972,8,10,4,9386
1972,8,11,5,9330
1972,8,12,6,8708
1972,8,13,7,8065
1972,8,14,1,9539
1972,8,15,2,10129
1972,8,16,3,9698
1972,8,17,4,9602
1972,8,18,5,9798
1972,8,19,6,8620
1972,8,20,7,8287
1972,8,21,1,9669
1972,8,22,2,10160
1972,8,23,3,9494
1972,8,24,4,9410
1972,8,25,5,9716
1972,8,26,6,8718
1972,8,27,7,8022
1972,8,28,1,9744
1972,8,29,2,10034
1972,8,30,3,9583
1972,8,31,4,9529
1972,9,1,5,9543
1972,9,2,6,8408
1972,9,3,7,8067
1972,9,4,1,8194
1972,9,5,2,9660
1972,9,6,3,9819
1972,9,7,4,9824
1972,9,8,5,10143
1972,9,9,6,8826
1972,9,10,7,8233
1972,9,11,1,9771
1972,9,12,2,10019
1972,9,13,3,9794
1972,9,14,4,10035
1972,9,15,5,10279
1972,9,16,6,9201
1972,9,17,7,8539
1972,9,18,1,9905
1972,9,19,2,10073
1972,9,20,3,9922
1972,9,21,4,9724
1972,9,22,5,9782
1972,9,23,6,8777
1972,9,24,7,8455
1972,9,25,1,9835
1972,9,26,2,10153
1972,9,27,3,9912
1972,9,28,4,9594
1972,9,29,5,9676
1972,9,30,6,8851
1972,10,1,7,7982
1972,10,2,1,9631
1972,10,3,2,9520
1972,10,4,3,9523
1972,10,5,4,9443
1972,10,6,5,9729
1972,10,7,6,8409
1972,10,8,7,7904
1972,10,9,1,9155
1972,10,10,2,9766
1972,10,11,3,9160
1972,10,12,4,9496
1972,10,13,5,9283
1972,10,14,6,8226
1972,10,15,7,7884
1972,10,16,1,9104
1972,10,17,2,9403
1972,10,18,3,9057
1972,10,19,4,9007
1972,10,20,5,9124
1972,10,21,6,7980
1972,10,22,7,7705
1972,10,23,1,8991
1972,10,24,2,9348
1972,10,25,3,9052
1972,10,26,4,8839
1972,10,27,5,9030
1972,10,28,6,7995
1972,10,29,7,7907
1972,10,30,1,8934
1972,10,31,2,9292
1972,11,1,3,9021
1972,11,2,4,8837
1972,11,3,5,9318
1972,11,4,6,8099
1972,11,5,7,7465
1972,11,6,1,9256
1972,11,7,2,9429
1972,11,8,3,9240
1972,11,9,4,9064
1972,11,10,5,9241
1972,11,11,6,8524
1972,11,12,7,7808
1972,11,13,1,9000
1972,11,14,2,9446
1972,11,15,3,9051
1972,11,16,4,9052
1972,11,17,5,9291
1972,11,18,6,8082
1972,11,19,7,7806
1972,11,20,1,9506
1972,11,21,2,9546
1972,11,22,3,9157
1972,11,23,4,7403
1972,11,24,5,8603
1972,11,25,6,8307
1972,11,26,7,7790
1972,11,27,1,9374
1972,11,28,2,9663
1972,11,29,3,9178
1972,11,30,4,9056
1972,12,1,5,9060
1972,12,2,6,8109
1972,12,3,7,7883
1972,12,4,1,9296
1972,12,5,2,9677
1972,12,6,3,9279
1972,12,7,4,9126
1972,12,8,5,9010
1972,12,9,6,8241
1972,12,10,7,7882
1972,12,11,1,9439
1972,12,12,2,9902
1972,12,13,3,9356
1972,12,14,4,9277
1972,12,15,5,9706
1972,12,16,6,8676
1972,12,17,7,7770
1972,12,18,1,10101
1972,12,19,2,10264
1972,12,20,3,9800
1972,12,21,4,9431
1972,12,22,5,8767
1972,12,23,6,7566
1972,12,24,7,7177
1972,12,25,1,7241
1972,12,26,2,8785
1972,12,27,3,9832
1972,12,28,4,10023
1972,12,29,5,10026
1972,12,30,6,8557
1972,12,31,7,7812
1973,1,1,1,7391
1973,1,2,2,8242
1973,1,3,3,8966
1973,1,4,4,8879
1973,1,5,5,8859
1973,1,6,6,7766
1973,1,7,7,7309
1973,1,8,1,8586
1973,1,9,2,8706
1973,1,10,3,8679
1973,1,11,4,8950
1973,1,12,5,9185
1973,1,13,6,8184
1973,1,14,7,7560
1973,1,15,1,8903
1973,1,16,2,9349
1973,1,17,3,9196
1973,1,18,4,9064
1973,1,19,5,9387
1973,1,20,6,8022
1973,1,21,7,7619
1973,1,22,1,9039
1973,1,23,2,9272
1973,1,24,3,8886
1973,1,25,4,8959
1973,1,26,5,9037
1973,1,27,6,8022
1973,1,28,7,7827
1973,1,29,1,8989
1973,1,30,2,8759
1973,1,31,3,8837
1973,2,1,4,8495
1973,2,2,5,8877
1973,2,3,6,8127
1973,2,4,7,7487
1973,2,5,1,9013
1973,2,6,2,9232
1973,2,7,3,8828
1973,2,8,4,8799
1973,2,9,5,9005
1973,2,10,6,8121
1973,2,11,7,7411
1973,2,12,1,8905
1973,2,13,2,8896
1973,2,14,3,9123
1973,2,15,4,8905
1973,2,16,5,8941
1973,2,17,6,8154
1973,2,18,7,7409
1973,2,19,1,8613
1973,2,20,2,9140
1973,2,21,3,9342
1973,2,22,4,8816
1973,2,23,5,8933
1973,2,24,6,8350
1973,2,25,7,7893
1973,2,26,1,8867
1973,2,27,2,9027
1973,2,28,3,8934
1973,3,1,4,9049
1973,3,2,5,9250
1973,3,3,6,8431
1973,3,4,7,7834
1973,3,5,1,8982
1973,3,6,2,9410
1973,3,7,3,9087
1973,3,8,4,9036
1973,3,9,5,9100
1973,3,10,6,8215
1973,3,11,7,7675
1973,3,12,1,9191
1973,3,13,2,9411
1973,3,14,3,8913
1973,3,15,4,9092
1973,3,16,5,8899
1973,3,17,6,8060
1973,3,18,7,7573
1973,3,19,1,8728
1973,3,20,2,9052
1973,3,21,3,8797
1973,3,22,4,8804
1973,3,23,5,8970
1973,3,24,6,7848
1973,3,25,7,7603
1973,3,26,1,8968
1973,3,27,2,9110
1973,3,28,3,8752
1973,3,29,4,8836
1973,3,30,5,8919
1973,3,31,6,7887
1973,4,1,7,7495
1973,4,2,1,8906
1973,4,3,2,9035
1973,4,4,3,8766
1973,4,5,4,8507
1973,4,6,5,8615
1973,4,7,6,8060
1973,4,8,7,7355
1973,4,9,1,8449
1973,4,10,2,8843
1973,4,11,3,8781
1973,4,12,4,8613
1973,4,13,5,8616
1973,4,14,6,7445
1973,4,15,7,7167
1973,4,16,1,8659
1973,4,17,2,8917
1973,4,18,3,8891
1973,4,19,4,8672
1973,4,20,5,8540
1973,4,21,6,7579
1973,4,22,7,6954
1973,4,23,1,8372
1973,4,24,2,8757
1973,4,25,3,8352
1973,4,26,4,8508
1973,4,27,5,8537
1973,4,28,6,7390
1973,4,29,7,6757
1973,4,30,1,8514
1973,5,1,2,8846
1973,5,2,3,8501
1973,5,3,4,8321
1973,5,4,5,8296
1973,5,5,6,7546
1973,5,6,7,6892
1973,5,7,1,8274
1973,5,8,2,8980
1973,5,9,3,8626
1973,5,10,4,8438
1973,5,11,5,8619
1973,5,12,6,7439
1973,5,13,7,6989
1973,5,14,1,8236
1973,5,15,2,8776
1973,5,16,3,8545
1973,5,17,4,8549
1973,5,18,5,8584
1973,5,19,6,7699
1973,5,20,7,7165
1973,5,21,1,8661
1973,5,22,2,8767
1973,5,23,3,8506
1973,5,24,4,8429
1973,5,25,5,9097
1973,5,26,6,7708
1973,5,27,7,7179
1973,5,28,1,7303
1973,5,29,2,8909
1973,5,30,3,8785
1973,5,31,4,8588
1973,6,1,5,8855
1973,6,2,6,7846
1973,6,3,7,7209
1973,6,4,1,8505
1973,6,5,2,8898
1973,6,6,3,8706
1973,6,7,4,8786
1973,6,8,5,8801
1973,6,9,6,7930
1973,6,10,7,7330
1973,6,11,1,8896
1973,6,12,2,9026
1973,6,13,3,8730
1973,6,14,4,8625
1973,6,15,5,8822
1973,6,16,6,8025
1973,6,17,7,7405
1973,6,18,1,8959
1973,6,19,2,9046
1973,6,20,3,8702
1973,6,21,4,8782
1973,6,22,5,8928
1973,6,23,6,7782
1973,6,24,7,7281
1973,6,25,1,8790
1973,6,26,2,9081
1973,6,27,3,9012
1973,6,28,4,9068
1973,6,29,5,9008
1973,6,30,6,7931
1973,7,1,7,7561
1973,7,2,1,9003
1973,7,3,2,9829
1973,7,4,3,7910
1973,7,5,4,9168
1973,7,6,5,9450
1973,7,7,6,8352
1973,7,8,7,7787
1973,7,9,1,9326
1973,7,10,2,9627
1973,7,11,3,9197
1973,7,12,4,8939
1973,7,13,5,9028
1973,7,14,6,8445
1973,7,15,7,7551
1973,7,16,1,9090
1973,7,17,2,9639
1973,7,18,3,9272
1973,7,19,4,9290
1973,7,20,5,9470
1973,7,21,6,8295
1973,7,22,7,7644
1973,7,23,1,9236
1973,7,24,2,9450
1973,7,25,3,9493
1973,7,26,4,9332
1973,7,27,5,9416
1973,7,28,6,8424
1973,7,29,7,7745
1973,7,30,1,9225
1973,7,31,2,9702
1973,8,1,3,9437
1973,8,2,4,9399
1973,8,3,5,9421
1973,8,4,6,8095
1973,8,5,7,7616
1973,8,6,1,9444
1973,8,7,2,9770
1973,8,8,3,9598
1973,8,9,4,9418
1973,8,10,5,9829
1973,8,11,6,8192
1973,8,12,7,7908
1973,8,13,1,9208
1973,8,14,2,9842
1973,8,15,3,9540
1973,8,16,4,9283
1973,8,17,5,9309
1973,8,18,6,8280
1973,8,19,7,7781
1973,8,20,1,9467
1973,8,21,2,9641
1973,8,22,3,9417
1973,8,23,4,9049
1973,8,24,5,9348
1973,8,25,6,8320
1973,8,26,7,7978
1973,8,27,1,9497
1973,8,28,2,9701
1973,8,29,3,9408
1973,8,30,4,9556
1973,8,31,5,9391
1973,9,1,6,8400
1973,9,2,7,7707
1973,9,3,1,7781
1973,9,4,2,9514
1973,9,5,3,9897
1973,9,6,4,9211
1973,9,7,5,9417
1973,9,8,6,8257
1973,9,9,7,7961
1973,9,10,1,9165
1973,9,11,2,9701
1973,9,12,3,9303
1973,9,13,4,9106
1973,9,14,5,9669
1973,9,15,6,8507
1973,9,16,7,7994
1973,9,17,1,9538
1973,9,18,2,9625
1973,9,19,3,9364
1973,9,20,4,9768
1973,9,21,5,9617
1973,9,22,6,8731
1973,9,23,7,8256
1973,9,24,1,9611
1973,9,25,2,10089
1973,9,26,3,9795
1973,9,27,4,9597
1973,9,28,5,9547
1973,9,29,6,8433
1973,9,30,7,8014
1973,10,1,1,9297
1973,10,2,2,9676
1973,10,3,3,9069
1973,10,4,4,8949
1973,10,5,5,9247
1973,10,6,6,8174
1973,10,7,7,7616
1973,10,8,1,9056
1973,10,9,2,9309
1973,10,10,3,9127
1973,10,11,4,8822
1973,10,12,5,8928
1973,10,13,6,7928
1973,10,14,7,7443
1973,10,15,1,8823
1973,10,16,2,9105
1973,10,17,3,8714
1973,10,18,4,8702
1973,10,19,5,8853
1973,10,20,6,7637
1973,10,21,7,7046
1973,10,22,1,8430
1973,10,23,2,9255
1973,10,24,3,8805
1973,10,25,4,8507
1973,10,26,5,8753
1973,10,27,6,7746
1973,10,28,7,7374
1973,10,29,1,8564
1973,10,30,2,8728
1973,10,31,3,8695
1973,11,1,4,8763
1973,11,2,5,8759
1973,11,3,6,7741
1973,11,4,7,7245
1973,11,5,1,8712
1973,11,6,2,8608
1973,11,7,3,8716
1973,11,8,4,8646
1973,11,9,5,8997
1973,11,10,6,7859
1973,11,11,7,7420
1973,11,12,1,8684
1973,11,13,2,9149
1973,11,14,3,8839
1973,11,15,4,8721
1973,11,16,5,9139
1973,11,17,6,7877
1973,11,18,7,7420
1973,11,19,1,8875
1973,11,20,2,9399
1973,11,21,3,8596
1973,11,22,4,7049
1973,11,23,5,8242
1973,11,24,6,7760
1973,11,25,7,7379
1973,11,26,1,9052
1973,11,27,2,9345
1973,11,28,3,8592
1973,11,29,4,8552
1973,11,30,5,8590
1973,12,1,6,7667
1973,12,2,7,7312
1973,12,3,1,8739
1973,12,4,2,9104
1973,12,5,3,8799
1973,12,6,4,8649
1973,12,7,5,8481
1973,12,8,6,7682
1973,12,9,7,7456
1973,12,10,1,8892
1973,12,11,2,9058
1973,12,12,3,8794
1973,12,13,4,8751
1973,12,14,5,9177
1973,12,15,6,7821
1973,12,16,7,7664
1973,12,17,1,9410
1973,12,18,2,9536
1973,12,19,3,9317
1973,12,20,4,8981
1973,12,21,5,8931
1973,12,22,6,7585
1973,12,23,7,7012
1973,12,24,1,7300
1973,12,25,2,6964
1973,12,26,3,8136
1973,12,27,4,9509
1973,12,28,5,9950
1973,12,29,6,8320
1973,12,30,7,7365
1973,12,31,1,8966
1974,1,1,2,7002
1974,1,2,3,7809
1974,1,3,4,8377
1974,1,4,5,8851
1974,1,5,6,7827
1974,1,6,7,7093
1974,1,7,1,8623
1974,1,8,2,8786
1974,1,9,3,8346
1974,1,10,4,8682
1974,1,11,5,9044
1974,1,12,6,7769
1974,1,13,7,7352
1974,1,14,1,8796
1974,1,15,2,8939
1974,1,16,3,8732
1974,1,17,4,8604
1974,1,18,5,8971
1974,1,19,6,7751
1974,1,20,7,7479
1974,1,21,1,9058
1974,1,22,2,8767
1974,1,23,3,8457
1974,1,24,4,8692
1974,1,25,5,8690
1974,1,26,6,7799
1974,1,27,7,7541
1974,1,28,1,8462
1974,1,29,2,8911
1974,1,30,3,8439
1974,1,31,4,8620
1974,2,1,5,8768
1974,2,2,6,7853
1974,2,3,7,7432
1974,2,4,1,8651
1974,2,5,2,8892
1974,2,6,3,8792
1974,2,7,4,8705
1974,2,8,5,8822
1974,2,9,6,7692
1974,2,10,7,7150
1974,2,11,1,8766
1974,2,12,2,8924
1974,2,13,3,8808
1974,2,14,4,8895
1974,2,15,5,9034
1974,2,16,6,7939
1974,2,17,7,7456
1974,2,18,1,8637
1974,2,19,2,9016
1974,2,20,3,8909
1974,2,21,4,8748
1974,2,22,5,9060
1974,2,23,6,8151
1974,2,24,7,7558
1974,2,25,1,8512
1974,2,26,2,8856
1974,2,27,3,8710
1974,2,28,4,8534
1974,3,1,5,8917
1974,3,2,6,8083
1974,3,3,7,7650
1974,3,4,1,8890
1974,3,5,2,9270
1974,3,6,3,8686
1974,3,7,4,8640
1974,3,8,5,8964
1974,3,9,6,7950
1974,3,10,7,7417
1974,3,11,1,8837
1974,3,12,2,8884
1974,3,13,3,8507
1974,3,14,4,8402
1974,3,15,5,8890
1974,3,16,6,7834
1974,3,17,7,7226
1974,3,18,1,8694
1974,3,19,2,8978
1974,3,20,3,8455
1974,3,21,4,8400
1974,3,22,5,8668
1974,3,23,6,7773
1974,3,24,7,7034
1974,3,25,1,8570
1974,3,26,2,8756
1974,3,27,3,8515
1974,3,28,4,8461
1974,3,29,5,8639
1974,3,30,6,7526
1974,3,31,7,7305
1974,4,1,1,8550
1974,4,2,2,9148
1974,4,3,3,8571
1974,4,4,4,8517
1974,4,5,5,8656
1974,4,6,6,7455
1974,4,7,7,7051
1974,4,8,1,8436
1974,4,9,2,8917
1974,4,10,3,8446
1974,4,11,4,8259
1974,4,12,5,8386
1974,4,13,6,7609
1974,4,14,7,7032
1974,4,15,1,8342
1974,4,16,2,8615
1974,4,17,3,8602
1974,4,18,4,8333
1974,4,19,5,8587
1974,4,20,6,7480
1974,4,21,7,7208
1974,4,22,1,8497
1974,4,23,2,9035
1974,4,24,3,8665
1974,4,25,4,8556
1974,4,26,5,8762
1974,4,27,6,7490
1974,4,28,7,7055
1974,4,29,1,8332
1974,4,30,2,8677
1974,5,1,3,8574
1974,5,2,4,8238
1974,5,3,5,8660
1974,5,4,6,7384
1974,5,5,7,6928
1974,5,6,1,8317
1974,5,7,2,8886
1974,5,8,3,8484
1974,5,9,4,8525
1974,5,10,5,8595
1974,5,11,6,7710
1974,5,12,7,7086
1974,5,13,1,8639
1974,5,14,2,8886
1974,5,15,3,9020
1974,5,16,4,8630
1974,5,17,5,8873
1974,5,18,6,7667
1974,5,19,7,6896
1974,5,20,1,8793
1974,5,21,2,9061
1974,5,22,3,8776
1974,5,23,4,8577
1974,5,24,5,8924
1974,5,25,6,7593
1974,5,26,7,6932
1974,5,27,1,7460
1974,5,28,2,8570
1974,5,29,3,9063
1974,5,30,4,8958
1974,5,31,5,9050
1974,6,1,6,7448
1974,6,2,7,7046
1974,6,3,1,8314
1974,6,4,2,8910
1974,6,5,3,8737
1974,6,6,4,8599
1974,6,7,5,9110
1974,6,8,6,7471
1974,6,9,7,7181
1974,6,10,1,8939
1974,6,11,2,8754
1974,6,12,3,8603
1974,6,13,4,8456
1974,6,14,5,8898
1974,6,15,6,7666
1974,6,16,7,7211
1974,6,17,1,8676
1974,6,18,2,9016
1974,6,19,3,8864
1974,6,20,4,8833
1974,6,21,5,9364
1974,6,22,6,8003
1974,6,23,7,7162
1974,6,24,1,8503
1974,6,25,2,9038
1974,6,26,3,8999
1974,6,27,4,8882
1974,6,28,5,9089
1974,6,29,6,8011
1974,6,30,7,7531
1974,7,1,1,9216
1974,7,2,2,9923
1974,7,3,3,9693
1974,7,4,4,7924
1974,7,5,5,9051
1974,7,6,6,8285
1974,7,7,7,7626
1974,7,8,1,9472
1974,7,9,2,9860
1974,7,10,3,9423
1974,7,11,4,9218
1974,7,12,5,9283
1974,7,13,6,8228
1974,7,14,7,7605
1974,7,15,1,9267
1974,7,16,2,9697
1974,7,17,3,9419
1974,7,18,4,9122
1974,7,19,5,9523
1974,7,20,6,8471
1974,7,21,7,7433
1974,7,22,1,9314
1974,7,23,2,10110
1974,7,24,3,9327
1974,7,25,4,9263
1974,7,26,5,9574
1974,7,27,6,8492
1974,7,28,7,7872
1974,7,29,1,9454
1974,7,30,2,9821
1974,7,31,3,9591
1974,8,1,4,9707
1974,8,2,5,9636
1974,8,3,6,8470
1974,8,4,7,7813
1974,8,5,1,9124
1974,8,6,2,9967
1974,8,7,3,9616
1974,8,8,4,9550
1974,8,9,5,9696
1974,8,10,6,8431
1974,8,11,7,7724
1974,8,12,1,9643
1974,8,13,2,10213
1974,8,14,3,9586
1974,8,15,4,9825
1974,8,16,5,9835
1974,8,17,6,8556
1974,8,18,7,8073
1974,8,19,1,9582
1974,8,20,2,10153
1974,8,21,3,9711
1974,8,22,4,9335
1974,8,23,5,9795
1974,8,24,6,8486
1974,8,25,7,7854
1974,8,26,1,9556
1974,8,27,2,10075
1974,8,28,3,9599
1974,8,29,4,9544
1974,8,30,5,9780
1974,8,31,6,8537
1974,9,1,7,7909
1974,9,2,1,7969
1974,9,3,2,9471
1974,9,4,3,9980
1974,9,5,4,9581
1974,9,6,5,9727
1974,9,7,6,8550
1974,9,8,7,7889
1974,9,9,1,9796
1974,9,10,2,10074
1974,9,11,3,9797
1974,9,12,4,9832
1974,9,13,5,9868
1974,9,14,6,8869
1974,9,15,7,8266
1974,9,16,1,10050
1974,9,17,2,10275
1974,9,18,3,10033
1974,9,19,4,9982
1974,9,20,5,10324
1974,9,21,6,9004
1974,9,22,7,8622
1974,9,23,1,10137
1974,9,24,2,10375
1974,9,25,3,10043
1974,9,26,4,10129
1974,9,27,5,10288
1974,9,28,6,9243
1974,9,29,7,8585
1974,9,30,1,9975
1974,10,1,2,10264
1974,10,2,3,9895
1974,10,3,4,9767
1974,10,4,5,9842
1974,10,5,6,8693
1974,10,6,7,8092
1974,10,7,1,9756
1974,10,8,2,9808
1974,10,9,3,9505
1974,10,10,4,9695
1974,10,11,5,9717
1974,10,12,6,8335
1974,10,13,7,7767
1974,10,14,1,9205
1974,10,15,2,9572
1974,10,16,3,9211
1974,10,17,4,9311
1974,10,18,5,9453
1974,10,19,6,8186
1974,10,20,7,7472
1974,10,21,1,9013
1974,10,22,2,9327
1974,10,23,3,8965
1974,10,24,4,8792
1974,10,25,5,9199
1974,10,26,6,8274
1974,10,27,7,7880
1974,10,28,1,8874
1974,10,29,2,9355
1974,10,30,3,9127
1974,10,31,4,8913
1974,11,1,5,9198
1974,11,2,6,8055
1974,11,3,7,7567
1974,11,4,1,8974
1974,11,5,2,9500
1974,11,6,3,9051
1974,11,7,4,8819
1974,11,8,5,8975
1974,11,9,6,7806
1974,11,10,7,7519
1974,11,11,1,9223
1974,11,12,2,9274
1974,11,13,3,8913
1974,11,14,4,9061
1974,11,15,5,9241
1974,11,16,6,7804
1974,11,17,7,7471
1974,11,18,1,9217
1974,11,19,2,9427
1974,11,20,3,9234
1974,11,21,4,9035
1974,11,22,5,9076
1974,11,23,6,8103
1974,11,24,7,7545
1974,11,25,1,8838
1974,11,26,2,9488
1974,11,27,3,9047
1974,11,28,4,7294
1974,11,29,5,8424
1974,11,30,6,7727
1974,12,1,7,7569
1974,12,2,1,9259
1974,12,3,2,9539
1974,12,4,3,9072
1974,12,5,4,8935
1974,12,6,5,9043
1974,12,7,6,7969
1974,12,8,7,7668
1974,12,9,1,8970
1974,12,10,2,9212
1974,12,11,3,9043
1974,12,12,4,9045
1974,12,13,5,8751
1974,12,14,6,7845
1974,12,15,7,7505
1974,12,16,1,9188
1974,12,17,2,9640
1974,12,18,3,9403
1974,12,19,4,9344
1974,12,20,5,9453
1974,12,21,6,7840
1974,12,22,7,7077
1974,12,23,1,8086
1974,12,24,2,7538
1974,12,25,3,6820
1974,12,26,4,8463
1974,12,27,5,9603
1974,12,28,6,8224
1974,12,29,7,7383
1974,12,30,1,9641
1974,12,31,2,9637
1975,1,1,3,7028
1975,1,2,4,7873
1975,1,3,5,8425
1975,1,4,6,7670
1975,1,5,7,7250
1975,1,6,1,8426
1975,1,7,2,8792
1975,1,8,3,8416
1975,1,9,4,8461
1975,1,10,5,8852
1975,1,11,6,7928
1975,1,12,7,7240
1975,1,13,1,8619
1975,1,14,2,9188
1975,1,15,3,8893
1975,1,16,4,8636
1975,1,17,5,9012
1975,1,18,6,7876
1975,1,19,7,7448
1975,1,20,1,8902
1975,1,21,2,9102
1975,1,22,3,8558
1975,1,23,4,8747
1975,1,24,5,8771
1975,1,25,6,8077
1975,1,26,7,7708
1975,1,27,1,8783
1975,1,28,2,9149
1975,1,29,3,8900
1975,1,30,4,8617
1975,1,31,5,8677
1975,2,1,6,7699
1975,2,2,7,7316
1975,2,3,1,8881
1975,2,4,2,9093
1975,2,5,3,8829
1975,2,6,4,8425
1975,2,7,5,8969
1975,2,8,6,7852
1975,2,9,7,7564
1975,2,10,1,8733
1975,2,11,2,9126
1975,2,12,3,8948
1975,2,13,4,8762
1975,2,14,5,9219
1975,2,15,6,7997
1975,2,16,7,7545
1975,2,17,1,8373
1975,2,18,2,9232
1975,2,19,3,8796
1975,2,20,4,8984
1975,2,21,5,8919
1975,2,22,6,7917
1975,2,23,7,7277
1975,2,24,1,8854
1975,2,25,2,9150
1975,2,26,3,8820
1975,2,27,4,8541
1975,2,28,5,8974
1975,3,1,6,7921
1975,3,2,7,7387
1975,3,3,1,8963
1975,3,4,2,9037
1975,3,5,3,8854
1975,3,6,4,8840
1975,3,7,5,9055
1975,3,8,6,7804
1975,3,9,7,7146
1975,3,10,1,8568
1975,3,11,2,9239
1975,3,12,3,8933
1975,3,13,4,8610
1975,3,14,5,9098
1975,3,15,6,7591
1975,3,16,7,7235
1975,3,17,1,9000
1975,3,18,2,9090
1975,3,19,3,8867
1975,3,20,4,8926
1975,3,21,5,9072
1975,3,22,6,8038
1975,3,23,7,7522
1975,3,24,1,8784
1975,3,25,2,9206
1975,3,26,3,8912
1975,3,27,4,8553
1975,3,28,5,8799
1975,3,29,6,7630
1975,3,30,7,7171
1975,3,31,1,8522
1975,4,1,2,8871
1975,4,2,3,8770
1975,4,3,4,8901
1975,4,4,5,8616
1975,4,5,6,7581
1975,4,6,7,7162
1975,4,7,1,8501
1975,4,8,2,9120
1975,4,9,3,8823
1975,4,10,4,8577
1975,4,11,5,8931
1975,4,12,6,7550
1975,4,13,7,7002
1975,4,14,1,8450
1975,4,15,2,9114
1975,4,16,3,8676
1975,4,17,4,8536
1975,4,18,5,9131
1975,4,19,6,7614
1975,4,20,7,7029
1975,4,21,1,8448
1975,4,22,2,8944
1975,4,23,3,8511
1975,4,24,4,8526
1975,4,25,5,8855
1975,4,26,6,7637
1975,4,27,7,7162
1975,4,28,1,8749
1975,4,29,2,9251
1975,4,30,3,8661
1975,5,1,4,8654
1975,5,2,5,8671
1975,5,3,6,7579
1975,5,4,7,7196
1975,5,5,1,8517
1975,5,6,2,8961
1975,5,7,3,8467
1975,5,8,4,8551
1975,5,9,5,8861
1975,5,10,6,7468
1975,5,11,7,7228
1975,5,12,1,9038
1975,5,13,2,9247
1975,5,14,3,8905
1975,5,15,4,8834
1975,5,16,5,8918
1975,5,17,6,8009
